geneSymbol	healthy	V2	V3	V4	V5	disease	V7	V8	V9	V10
IGHV2-5	-6.3686373025663965	-4.303546720276234	-4.152391550103846	-2.231366137996007	-2.146535810184127	5.538341779150792	4.223594788334421	3.644238038370239	3.948078171957165	3.3714569917252994
FCGR2A	1.273183442798867	2.087144444781553	1.9407386841376142	3.204317917357077	3.282010007261901	6.882490827531439	7.129813807603323	6.828571108579106	6.7074345650070475	6.461198839163872
TRAV12-2	-4.034278260451052	-3.1570686030360626	-3.304710723247031	-2.7205583323016556	-2.146535810184127	1.00047710207558	0.6814803627725678	0.7425824147572424	0.324963240073782	0.5925028701063201
IGHV3-72	-6.3686373025663965	-4.6331232003188925	-4.625491741820376	-3.5214548229019336	-2.146535810184127	2.1390799961539244	1.816615985546544	2.1648011926125905	1.7072280682220382	1.7311254326100634
IGHV3-48	-6.3686373025663965	-4.585144675645246	-4.184499076797161	-2.968187849692208	-2.146535810184127	3.489666750013471	4.273928160739538	2.495173780304028	3.739799441774285	4.0478244839443684
IGHV1-18	-4.764938555028046	-2.9872992575332096	-2.9944573480244507	-1.1318015225180436	-0.6929307041567324	6.069348878523684	6.380046833603906	5.789754264873244	7.149000889852327	6.37534596047093
RNASE6	0.9777064117677687	2.207735837311828	1.7870747612562348	2.24636006721638	2.854848319017034	5.273294262107826	5.20467678980796	4.876724559537036	5.662391477762667	5.371510835882686
CD14	4.020347565501624	5.291114107997734	4.732069627186293	5.608998958594128	5.903588594208239	8.995792448276775	8.999202429832094	8.269317986717656	8.999124089719821	9.076437642096723
IL27RA	0.7715615421168646	1.6083632547584785	0.9742189627456619	1.8573263566932536	2.172733704219578	3.9939922147665956	3.9073713804018317	4.3495306493837536	4.175125724205433	4.056713929796856
ARHGAP18	4.824662832822588	5.292385706348804	4.981798231884063	5.672912688766489	5.805860288832358	7.432920924750354	7.3166523269297805	7.688344674529153	7.459598873677832	7.292346755185533
LY96	-0.1337941438154146	0.910762337212327	0.6036401786775039	1.5935091263578525	1.7180796792036872	4.142314637979472	3.9068439162309074	4.132385775961856	4.161455976740396	4.059996227366137
PTPRCAP	-1.4966485964421619	0.7059727358763189	-0.5319896672793244	0.5076042436445527	1.9044244427413954	5.664220426311752	5.660814293207822	6.561309406392796	6.523201187667714	5.3531463269239765
CYBA	2.8683782282854087	4.016365900525816	3.5483332547162205	4.145375632795048	5.217050920242678	8.110734214063745	7.7738037442801655	8.362014120387121	8.348083290852971	7.59781228908851
TNFRSF14	3.4942172005049317	4.712392058901605	4.071091223655083	4.685708577483049	5.079895108130047	7.2910645792032165	7.031756959682486	7.533900561749983	7.442753202572782	6.9289642930539
HAVCR2	-0.5008491799923902	1.2294727968019012	0.7671840361080637	1.4284165824932828	2.0886964902863476	5.5756624484078365	5.473242479426305	6.117734802942328	6.095707093070017	5.269591361206352
